Classification,Name,Contact,Communication_Preference,Phone,Invoice_Email,Route,Rating,csp
L'INTROUVABLE ( fût 20L),Anne Marie c. 418-266-7963 Cell seulement si sa répond pas au bar,Cell + Email,(418) 420-2776,info@introuvable.ca,Beauce,3,csp
Général,MUSI-CAFE (caisses et fût),Yannick Gagne,Telephone,(819) 583-4433,LEGARSDUCAFE@HOTMAIL.COM,Beauce,3,csp
DBSQ + AA,BIÈRE DEPOT «AU VENT DU NORD»ROCK FOREST(William),emile 819.943.1481,Telephone,(819) 933-3883,commandes-rf@bieresdepot.ca,Estrie,1
DBSQ,DEPANNEUR LE VENT DU NORD (WILLIAM),mathieu 819-993-9367 hugo,Courriel,(819) 569-9534,commandes.vdn@gmail.com,Estrie,1
DBSQ + AA,MARCHE DU VILLAGE,Maxime 450.204.6971,Telephone,(450) 293-6115,microbrasserie@marcheduvillage.com,Estrie,1
Général,HALTE FLEURIMONT,Mychael commande pour 5 magasin,Courriel,(819) 346-6353,HALTEFLEURIMONT@GROUPEPARE.CA,Estrie,2
Général,0514 IGA EXTRA CHAPDELAINE,Pierre app le vendredi,Telephone,(819) 564-8686,iga00514compt@sobeys.com,Estrie,3
9250-1055 QUEBEC INC,Peter MR WOO PARK,Courriel,(450) 297-3339,bwpark74@gmail.com,Estrie,3
Général,DEPANNEUR DUNANT,Anne Gérante,Courriel,(819) 820-0668,mtrgroupepare@hotmail.com,Estrie,3
DEPANNEUR LEMIEUX,DOMINIC PROTEAU,Cell + Email,(819) 569-3422,dom1980dom@hotmail.com,Estrie,3
Général,DEPANNEUR MENA'SEN,karine renovation retour pour lété,Courriel,(819) 566-1766,mtrgroupepare@hotmail.com,Estrie,3
Général,IGA BOUCHARD,Michel d'Amour,Courriel,(819) 566-8555,IGA00683BOUCHARD@SOBEYS.COM,Estrie,3
Général,IGA EXTRA 8569,Jonathan Vanier,Telephone,(819) 563-5172,iga08569epicerie@sobeys.com,Estrie,3
Général,IGA EXTRA COUTURE,William Couture c.819-570-5683,Courriel,(819) 566-8282,iga08016william.couture@sobeys.com,Estrie,3
2% GESTION + AA,IGA LAMBERT BROMONT,Jean philippe Apres 10h le vendredi,Telephone,(450) 534-3440,igabierebromont@gmail.com,Estrie,3
Général,IGA SUPERMARCHÉ GAZAILLE,Yannick .,Telephone,(819) 868-1122,IGA08259MAGOG@SOBEYS.COM,Estrie,3
Général,Intermarché St-Denis,Mylene Roy 819-571-2441,Email,(819) 846-4500,intermarchestdenis@gmail.com,Estrie,3
Général,La Place Water,Sylvain Paquette,Cell + Email,(819) 408-0909,epicerie@laplacewater.ca,Estrie,3
Général,LES GARS DE SAUCISSES,Bryce .,Telephone,(819) 826-6333,,Estrie,3
2% Gestion,Marché AMI,Bruno St-onge,Telephone,(819) 848-2311,,Estrie,3
Général,Marché de la Bay,Martin Daigle,Cell + Email,(819) 876-5568,influencemature@hotmail.com,Estrie,3
Général,MARCHE GENDREAULT,Yan,Telephone,(450) 296-4337,KIMGENDRO@HOTMAIL.COM,Estrie,3
Marche Plouffe Waterloo,Charles .,Pivohub / tel,(450) 539-2833,,Estrie,3
2% GESTION + AA,METRO 0400: METRO PLOUFFE MAGOG,Nancy,Courriel,(819) 843-9202,METRO400@METROPLOUFFE.CA,Estrie,3
2% Gestion,METRO 0613 : METRO SUPERMARCHE JCJ -,Andre Laplante / Dominic,Telephone,(819) 564-7733,metro613@metroplouffe.ca,Estrie,3
2% Gestion,METRO 1014 : METRO MARCHE VENISE,Karine (mois) / Pierre,Courriel,(450) 244-5562,marchevenise@hotmail.com,Estrie,3
2% Gestion,METRO 1152 : METRO PLOUFFE BROMONT,Ylani .,Courriel,450-534-5373,metro1152@metroplouffe.ca,Estrie,3
metro plouffe sherbrooke #644,Mathieu Pare texto : 438-406-4326,Cell Phone,() -,mpare@metroplouffe.ca,Estrie,3
Général,O'TABARNA,yan il tient plus nos produits ne pas appeler,Telephone,(819) 769-1995,YANN@OTABERNA.CA,Estrie,3
Général,PROVIGO LE MARCHE MAGOG,Pascal,PivoHub/Courriel,819-868-8630,smp8671g@provigo.ca,Estrie,3
Général,Provigo Liette Fauteux 8559,Maxime Beaudoin,Cell + Email,(819) 563-3313,smp8559g@provigo.ca,Estrie,3
Général,ARACHIDES DEPÔT SHERBROOKE,Aude Roy,Telephone,(819) 820-7774,SAM.BERTHELOT@WANADOO.FR,Estrie,4
Général,DEPANNEUR CHEZ BEN,Benoit Daigle,Courriel,(450) 295-2649,CHEZ_BEN@HOTMAIL.CA,Estrie,4
Général,IGA COUTURE EAST ANGUS,Jean-François Blais,Courriel,,IGA08028DIRECTION@SOBEYS.COM,Estrie,4
2% Gestion,METRO 2300 : BELVEDÈRE,Patrick champagne (lundi abs),Telephone,(819) 566-5596,MF022300OPR@METRO.CA,Estrie,4
2% Gestion,METRO 5936: METRO SUPER C BELVEDÈRE,Robert st pierre,Telephone,819-564-6014,MS005936OPR@METRO.CA,Estrie,4
Général,TRADITION MARCHE PATRY ET FILS AYER'S CLIFF,Eric gaetan (maladie),Telephone,(819) 838-4949,TRA08724AYERSCLIFF@SOBEYS.COM,Estrie,4
Général,COOP AU COEUR DU VILLAGE,STEPHANIE DAIGLE .,Telephone,(450) 539-0895,comptabilitecoopvillage@outlook.com,Estrie,5
Général,CVA,Sophie Vachon .#2 .,Telephone,(819) 791-4446,admin@cvaestrie.com,Estrie,5
Général,GARAGE JF GIROUX,MÉLISSA .,Telephone,(450) 292-0304,,Estrie,5
Général,IGA EXPRESS 5569,JENNY .,Courriel,(819) 566-2256,IGA05569SHERBROOKE@SOBEYS.COM,Estrie,5
2% Gestion,METRO 0124 : ALIMENTATION DPPLOUFFE,Jacques Bouthiller  #244 .,Telephone,(450) 293-3123,ADMMETROFARNHAM@METROPLOUFFE.CA,Estrie,5
2% Gestion,METRO 5925 : METRO SUPER C FLEURIMONT,Jean,Telephone,819-563-0110,MS025925OPR@METRO.CA,Estrie,5
2% Gestion,METRO 6127 : METRO SUPER C PORTLAND,Daniel Guertin,Telephone,819-564-0707,MS026127OPR@METRO.CA,Estrie,5
Général,PLACE DU GOLF,mychael anne marie,Courriel,(819) 822-3970,MTRGROUPEPARE@HOTMAIL.COM,Estrie,5
Général,RELAIS 214,Mychael commande pour 5 magasin,Courriel,(819) 580-8774,DEPRELAIS214@GROUPEPARE.CA,Estrie,5
Général,BAR KING HALL (FÛT) (William),Jo 819 919 4665,Courriel,(819) 822-4360,jorondo@cabrasse.ca,Estrie,1,csp
Général,BOQUEBIÈRE,CHARLES GAGNE,Courriel,(819) 588-2375,commande.boq@gmail.com,Estrie,3,csp
"Général,""CHARDO, RESTO ET BAR À VIN"",Benoit Hebert ,Courriel,(450) 919-1919,AMELIE@CHARDO.CA",,,,,,Estrie,3,csp
Général,HOP STATION,ÉTIENNE .,Courriel,(819) 993-4983,hopstationbrew@gmail.com,Estrie,3,csp
Général,KALYPSO (CSP),ALEXE .,Cell + Email,(819) 565-4148,ALEXE@RESTOKALYPSO.COM,Estrie,3,csp
RESTAURANT PINOCCHIO,Laurence,Cell + Email,(819) 868-8808,maximusio@hotmail.com,Estrie,4,csp
Marché Port Royal,Anthony .,Pivohub / tel,(819) 233-2331 ext 228,ma004041dm@metro.ca,Mauricie,2
AA,JACQUES CHAMARD ET FILS(William),Frederik,Courriel,(450) 581-0303,fredquesnel123@gmail.com,Mauricie,1
DBSQ + AA,LABARIK (William),Maxime .,Courriel,(819) 694-0324,labarik@bellnet.ca,Mauricie,1
AA,MARCHE TOIT ROUGE INC(Wiliam),Lucie,Telephone,(450) 581-3636,MARCHE_TOIT_ROUGE@HOTMAIL.COM,Mauricie,1
Général,ALIMENTATION LEMOYNE ET ANGERS (DEPANNEUR SONIC),Geneviève Charles Yves,Telephone,(819) 535-2947,ANGERS21@HOTMAIL.COM,Mauricie,2
Général,DEPANNEUR 5 ETOILES INC,Stephane,Courriel,(819) 378-5847,DEPANNEUR5ETOILES@GMAIL.COM,Mauricie,2
Général,DEPANNEUR HALTE 640 (91081349 QC INC),AM Carolanne Fournier / Monique Gauthier,Telephone,(450) 477-7026,MGAUTHIER@INVESTO.CA,Mauricie,2
Général,DEPANNEUR KILDARE,Louis-François,Telephone,(450) 756-6920,DESROCHERSLF@GMAIL.COM,Mauricie,2
Général,IGA EXTRA SHAWINIGAN,Tommy 819-989-1070,Telephone,(819) 536-4141,IGA08193EPICERIE@SOBEYS.COM,Mauricie,2
Général,LE COMPTOIR LOCAL (William),marc-étienne cell 514-574-4878,Pivohub / tel,(450) 755-5509,INFO@LECOMPTOIRLOCAL.QUEBEC,Mauricie,2
LE SHACK A BIERE INC.(William),JESSIE DIAMOND .,Cell + Email,(819) 539-4160,info@leshackabiere.com,Mauricie,2
AA,MARCHE DU BOISE 9282,Julie,Telephone,(819) 373-0254,JULIE@marcheduboise.com,Mauricie,2
Général,MARCHE ROBERT DESROCHERS INC,Simon Desrochers,Courriel,(450) 882-2332,SimonDesrochers5@gmail.com,Mauricie,2
Général,MARCHE TRADITION CROISIÈRE ST-PAULIN,TOMMY (CONGÉ MARDI) .,Telephone,(819) 268-2028,TRA08784STPAULIN@SOBEYS.COM,Mauricie,2
2% Gestion,METRO 198: METRO MARCHÉ BELAIR,DOMINIC DAUPHIN / YANNICK LÉPINE .,Cell + Email,450-759-8731,CBERNECHE@MARCHEBELAIR.COM,Mauricie,2
Général,ULTRAMAR NICOLET,Myriam,Telephone,(819) 293-2080,ULTRAMARNICOLET@SOGETEL.NET,Mauricie,2
Général,VISION VIDEO JEUX,Daniel Bouffard / Marie-Claude Michaud,Telephone,(819) 377-0549,D.BOUFFARD@HOTMAIL.COM,Mauricie,2
2% Gestion,5264 DEPANNEUR DE LOURDES 2019,M. Wang Zhi Gho .,Courriel,(819) 385-4236,XJ95123@GMAIL.COM,Mauricie,3
2% Gestion,5641 (METRO) LES DELICES DU CENTRE-VILLE INC.,Alexandre Dubois,Telephone,(819) 293-4751,,Mauricie,3
"2% Gestion,5723","STATION LE RENDEZ-VOUS INC.,simon après 13h,Telephone,(450) 752-3612,",,,,,,Mauricie,3
Général,ALIMENTS CD MILOT,Mathieu Milot,Courriel,(514) 518-1550,MILOTGESTION3M@HOTMAIL.COM,Mauricie,3
Général,Dans L' Frigo,Jean-Pierre Houde,Cell + Email,(819) 668-0088,danslfrigo@hotmail.com,Mauricie,3
Général,Depanneur Beausoir Petrosoir,Wesley Lin absent le mardi,,(819) 538-5855,wenbing79@gmail.com,Mauricie,3
Dépanneur Boisvert,Dominic 819-374-7065,Pivohub / tel,(819) 535-9137,depanneur.boisvert@cgocable.ca,Mauricie,3
Général,DEPANNEUR BONI-SOIR LAVALTRIE,KIM .,Courriel,(450) 935-0717,soniclavaltrie@groupemondor.com,Mauricie,3
Général,Dépanneur du carrefour,Marie-claude virginie,,(819) 373-2121,,Mauricie,3
Général,DEPANNEUR R EMERY & FILS,Jean-Phillipe / Jonathan,Telephone,(450) 883-6621,DEPEMERY@HOTMAIL.COM,Mauricie,3
Général,DEPANNEUR RELI,Alexandra:514-947-1167/ Simon Lagace: 514 371-3321 .,Telephone,(514) 371-3321,alex_pageau@hotmail.com,Mauricie,3
Général,Depanneur Roy et Dionne,Patrick Roy,Cell + Email,(819) 229-3450,royetdionne@live.ca,Mauricie,3
Général,DEPANNEUR SHELL ST-PAUL BONI-SOIR #2468,Karl payeur,Courriel,(450) 803-8198,karl.payeur@icloud.com,Mauricie,3
Général,Dépanneur Sonichoix,Erika Bucher,Telephone,(819) 377-5850,infodepsonichoix@sympatico.ca,Mauricie,3
2% Gestion,Depanneur St-Narcisse,Eric Dubreuil c.418-328-3178,Telephone,(418) 328-3178,petrot@infoteck.qc.ca,Mauricie,3
Général,DEPANNEUR VOISIN 2553-7374 QC IN,Nicolas / Linda,Courriel,(450) 756-4066,dv01437joliette@sobeys.com,Mauricie,3
Saisonnier,FERME REGIS,Linda (appeler si pas de courriel),Telephone,(450) 755-4905,commande@fermeregis.com,Mauricie,3
FROMAGERIE HAMEL,martine .,Pivohub / tel,(450) 654-3578,martine@fromageriehamel.com,Mauricie,3
FROMAGERIE ROY,Sophie Roy,PivoHub/Tel/Courriel,(450) 834-6316,fromagerieroy@outlook.com,Mauricie,3
Général,GESTION GERARD CRÊTE INC (DEPANNEUR BARKOFF).,,Telephone,(819) 373-4061,,Mauricie,3
Général,IGA 252 Alimentation Gauthier et frère(Grand-Mère),philippe .,Telephone,(819) 533-4553,desjardins2810@gmail.com,Mauricie,3
Général,IGA CREVIER DE L'ASSOMPTION,SABRINA .,Courriel,(450) 602-4664 CELL,iga08104direction2@sobeys.com,Mauricie,3
Général,IGA CREVIER TERREBONNE,Yves Fontaine / Richard Cardinal,Courriel,(450) 582-2271,IGA08601COMPTABILITE@SOBEYS.COM,Mauricie,3
Général,IGA EXTRA MARCHE PAQUETTE,Patrick,Courriel,(819) 379-2397,IGA08349TROISRIVIERES@SOBEYS.COM,Mauricie,3
IGA Extra Mascouche,Jonathan Lateigne (Gérant d'épicerie),Telephone,(450) 474-2444,iga08123mascouche@sobeys.com,Mauricie,3
Général,IGA Marche Raynald Giguere Inc.,Mathieu Corbeil absent mardi app lundi,,(819) 377-0867,iga08035compt@sobeys.com,Mauricie,3
Général,Iga Sainte-Melanie 08003,Ninon Coutu,Cell + Email,(450) 889-8363,iga08003comptabilite@sobeys.com,Mauricie,3
Général,IGA SHAWINIGAN 8340,Charles Boucher,Cell + Email,(819) 531-4815,desjardins2810@gmail.com,Mauricie,3
Général,IGA TERREBONNE 8387,Jacques Frenette absent mardi,Telephone,(450) 964-2050,,Mauricie,3
Général,Intermarché St-Roch-de-L'Achigan,Mario Lebrun,,(450) 588-2811,,Mauricie,3
Général,LA POUSSE-SANTE,Rene Lavoie (cell: 819-697-8959) RAPPELER LE 11 FÉVRIER,Telephone,(819) 228-8629,,Mauricie,3
Général,Le Marchand du Coin,Benoit Marchand,Cell + Email,(450) 944-1497,lemarchandducoin@gmail.com,Mauricie,3
Général,LES DEPANNEURS BONI SOIR REPENTIGNY,David veut IPA,Telephone,(450) 582-2116,lesentreprisesrenaud@hotmail.ca,Mauricie,3
Saisonnier,LES RECOLTES HERVIEUX INC,Alex Hervieux,Courriel,(450) 589-9554,LESRECOLTESHERVIEUX@GMAIL.COM,Mauricie,3
Général,MARCHAND GENERAL GAUDET,Francine Morin Veut lollipop (voir notes),Telephone,(450) 750-6943,MARCHANDGENERALGAUDET@HOTMAIL.COM,Mauricie,3
Général,MARCHE FAMILLE MONDOR,raphael jeffrey 514-966-0861,Cell Phone,(450) 836-3775,,Mauricie,3
Général,Marché Gourmet Grignotard,Martin app au mois,Cell + Email,(819) 372-4848 poste 4,martin.legourmet@outlook.com,Mauricie,3
MAXI JEAN 23,STEPHANE VALLÉ OFF MARDI 819-378-8759,Telephone,(450) 578-3349,max8996d@provigo.ca,Mauricie,3
2% Gestion,METRO 0620: METRO FOURNIER,Pascal .,Courriel,(819) 376-3028,epicerie@metrofournier.ca,Mauricie,3
2% Gestion,METRO 0880 :PLUS FOGARTY CHARLEMAGNE (William),Alain Dusseault (abs lundi) / Stephane,Telephone,(450) 581-6611,MA000880ADM@METRO.CA,Mauricie,3
2% Gestion,METRO 1189: METRO PLUS MARQUIS,Kevin cell: 514-973-1445,Pivohub / tel,(450) 589-0442,METRO.MARQUIS.LASSOMPTION@OUTLOOK.COM,Mauricie,3
2% Gestion,METRO 20224 : METRO MARCHE ST-GABRIEL,Samuel Sevigny a visiter absolument,Telephone,(450) 835-4794,STGABRIEL20224ADM@GMAIL.COM,Mauricie,3
2% Gestion,METRO 215 : METRO MARQUIS REPENTIGNY,Audrey,Cell + Email,(450) 585-1445,MARCHE.MARQUIS@QC.AIRA.COM,Mauricie,3
2% Gestion,METRO 22334 : ALI JACQUES LECLERC 2003 INC,Sylvain,Telephone,(450) 471-3353,MF022334OPR@METRO.CA,Mauricie,3
2% Gestion,METRO 22899 : METRO PLUS SHAWINIGAN-SUD,Maxime 819-698-6233,Telephone,(819) 537-3724,ma004128opr@metro.ca,Mauricie,3
2% Gestion,METRO 2376: METRO PLUS EPIPHANIE,Stephane .,Telephone,(450) 588-2501,MF022376OPR@METRO.CA,Mauricie,3
2% Gestion,METRO 2533: ALIMENTATION BENOÎT ROBERT INC.,Sylvain,Telephone,(819) 373-5166,MF022533OPR@METRO.CA,Mauricie,3
2% Gestion,METRO 2539 : METRO PLUSJEAN-XXIII,donald 819-383-6764,Telephone,(819) 374-2277,donaldsavard@icloud.com,Mauricie,3
2% Gestion,METRO 4565: METRO DEPANNEUR GODEFROY,Marilou,Courriel,(819) 233-3838,depanneurgodefroy@hotmail.com,Mauricie,3
2% Gestion,METRO 5954,MARTIN .,Cell + Email,(450) 752-0088,,Mauricie,3
Général,PLACE LE MARCHAND,Jonathan Samson,Courriel,(819) 840-9250,JONATHAN.SAMSON@PLACELEMARCHAND.COM,Mauricie,3
Général,Salaison Limoges Extra,Annie absente mardi 438-397-1963 cell,Telephone,(450) 471-4470,a.sdirectionextra@hotmail.com,Mauricie,3
Général,SAVEURS UNIES TERREBONNE,CHANTAL HÉROUX (modérer les spécialités) .,Courriel,(514) 706-6570,saveursunies@hotmail.com,Mauricie,3
Général,Supermarché crevier Joliette,Chantal poste 20,Telephone,(450) 759-2554,iga08107comptabilite@sobeys.com,Mauricie,3
Général,SUPERMARCHE IGA CREVIER REPENTIGNY 8100,benoit .,Pivohub / tel,(450) 582-0200,IGA08100REPENTIGNY@SOBEYS.COM,Mauricie,3
Général,TABAGIE ST-FELIX,Laurianne / Richard reprendre Lesseps,Telephone,(450) 889-2922,TABAGIEST-FELIX@HOTMAIL.COM,Mauricie,3
Général,ARACHIDES DEPÔT TROIS-RIVIÈRES,MARTINE 819-379-9051,Telephone,819-370-3740,ARACHIDESDEPOTTR@OUTLOOK.COM,Mauricie,4
Général,FRAÎCHEURS DU MARCHE,Jimmy / Lea,Courriel,(450) 589-4466,FRAICHEURSDUMARCHE@GMAIL.COM,Mauricie,4
Général,IGA CREVIER VALMONT,lise off mardi,Courriel,(450) 657-5082,IGA08508DIRECTION@SOBEYS.COM,Mauricie,4
Général,IGA DES CHENAUX,Philippe Lemay,Courriel,(819) 840-3300,iga08319epicerie@sobeys.com,Mauricie,4
Général,IGA EXTRA CAP DE LA MADELEINE,Stephane Tellier conge mardi / eric #9 .,Telephone,(819) 376-1551,IGA00442DIRECTION2@SOBEYS.COM,Mauricie,4
Général,IGA EXTRA CREVIER NOTRE-DAME(change d`entité 09 mars),eric Hauptman,Telephone,(450) 654-0921,iga08099hautedirection@sobeys.com,Mauricie,4
Général,MARCHE DES FORGES,Maxime,Phone,(819) 668-1110,max.lavoie@hotmail.com,Mauricie,4
Général,MARCHE PHILIPPE PAQUIN,Philippe( 381.11),Telephone,(450) 756-8221,philpaquin@hotmail.fr,Mauricie,4
Général,MARCHE TRADITION CROISETIÈRE ST-BARTHELEMY,Tommy (cong. mardi) .,Courriel,(450) 885-3585,TRA00755MARCHECROISETIERE@SOBEYS.COM,Mauricie,4
2% Gestion,METRO 1848 : METRO EMERY,Guy Gagnon (abs mar),Telephone,(819) 228-2764,MA001848OPR@METRO.CA,Mauricie,4
2% Gestion,METRO 3237 : METRO MANOIR DE L'ALIMENTATION,Fred,Telephone,(819) 539-2609,DMCORRIVEAU@HOTMAIL.COM,Mauricie,4
2% Gestion,METRO 4041 : METRO MARCHE PORT ROYAL,ANTHONY .,,(819) 233-2331,MA004041ADM@METRO.CA,Mauricie,4
Général,SUPERMARCHE IGA CREVIER LAVALTRIE 8326,Jean-Claude (abs mardi),Telephone,(450) 586-0115,IGA08326COMPTABILITE@SOBEYS.COM,Mauricie,4
5 - Déclassé,,,,,,Mauricie,4
Classification,Name,Contact,Communication Preference,Phone,Invoice Email,Mauricie,4
Général,DEPANNEUR BEAUSOIR- GROUPE QUINTAL,Guy BlackBUrn (avant midi) CANETTES SEULEMENT,Telephone,(819) 375-5625,guy@groupequintal.com,Mauricie,4
2% Gestion,DEPANNEUR RAPIDO ST-CHARLES BORROMEE,Sandy cell: 450 916-5234,Telephone,(450) 916-5234,DEPRAPIDO@HOTMAIL.COM,Mauricie,4
Général,DEPANNEUR STE-MARTHE DU CAP,Mikael / Frederic,Courriel,(819) 386-1083,DEPSTEMARTHE@GESTION-GS.COM,Mauricie,4
Général,MARCHE LEMAY (TRADITION),Olivier Lemay,Telephone,(819) 268-8992,TRA08730STALEXIS@SOBEYS.COM,Mauricie,4
2% Gestion,METRO SUPER C REPENTIGNY,Alexandre,Telephone,450-581-3072,,Mauricie,4
Général,SONIC LANORAIE,Noemie 8h a 13h,Courriel,(450) 887-1070,,Mauricie,4
Général,SUPERMARCHE CREVIER IBERVILLE,alain bourdeau abs lun martin remplace alain (en arret),Telephone,(450) 654-0105,IGA00525COMPTABILITE@SOBEYS.COM,Mauricie,4
Général,Bar ST-PATRICK (FÛT+CSP),Mathieu Lebel,Courriel,(438) 399-6149,sylviestpierre@hotmail.com,Mauricie,2,csp
Général,RESTAURANT L'ATRE (FÛT+CSP)(William),JULIEN .,Cell + Email,(450) 394-3003,julie@latrebistrotraiteur.com,Mauricie,2,csp
Général,LE MELKIOR (FÛT),Samuel 438-874-4623,Telephone,(450) 541-5111,lemelkior@hotmail.com,Mauricie,3,csp
Général,MAÎTRE EDGAR (Ange Cornu)(FÛT),Daniel,Courriel,(514) 562-5635,bistroangecornu@gmail.com,Mauricie,3,csp
Général,BIÈRES ET CIE - TERREBONNE,Dérek .,Telephone,(514) 519-1132 CELL,bieresetcompagnie.terrebonne@videotron.ca,Mauricie,4,csp
Général,BISTRO CAFE COGNAC INC,Chantal/Dominique,Courriel,(819) 378-3476,SOLAZG8@GMAIL.COM,Mauricie,4,csp
Général,CAFE NORD OUEST (CSP),Isabelle,Courriel,(819) 693-1151,CAFE.NORD.OUEST@GMAIL.COM,Mauricie,4,csp
Général,LE TEMPS D'UNE PINTE (CSP),Sebastien,Courriel,(819) 694-4484,gerant@ltdp.ca,Mauricie,4,csp
Microbrasserie,Microbrasserie la flûte a bec (FÛT),Stephanie Tremblay,Courriel,(819) 698-6889,stephanie@lafluteabec.com,Mauricie,4,csp
DBSQ + AA,DEPANNEUR PELUSO,pierre-luc .,Courriel,(514) 525-1203,depanneurpeluso@GMAIL.COM,Montréal Hebdo,1
DBSQ + AA,LE BIEROLOGUE,stephanie gobeil,Cell + Email,(514) 792-9083  cell,info@lebierologue.com,Montréal Hebdo,1
DBSQ + AA,PELUSO BEAUBIEN,Miche Villeneuve,Courriel,(514) 379-1343,pelusobeaubien@gmail.com,Montréal Hebdo,1
DBSQ,EXPERIENCE BIÈRE,Olivier co proprio,Courriel,(514) 712-2437,experiencegestion@gmail.com,Montréal Hebdo,2
DBSQ + AA,LE PARTI BIÈRE,Marc-Andre D'Auteuil,Courriel,(514) 379-6099,DAUTEUIL@LEPARTIBIERE.COM,Montréal Hebdo,2
AA,MAISON DES BIÈRES ET PLUS,Marc-Antoine,Courriel,(514) 564-3100,LAMAISONDESBIERES@YAHOO.CA,Montréal Hebdo,2
AA,MARCHE STATION 54,David-Samuel,Telephone,(514) 508-8830,PCHOIK@MSN.COM,Montréal Hebdo,2
Général,Depanneur Mimjim,Kai .,Telephone,(514) 303-8750,lkzhao@hotmail.com,Montréal Hebdo,3
Général,TINA PLUS,,Telephone,(514) 521-6060,xuhuan_liu@hotmail.com,Montréal Hebdo,3
